"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000164110","1.0","0000034802","PSCI","This course combines experiential learning with ethical reflection. It offers networking and possible job shadowing opportunities in the areas of policy-making, advocacy, campaigning, federal and local government, journalism, advocacy, law, among others. Students will be matched with a number of St. Olaf alumni and professionals in Washington, D.C. and be able to talk with them about their jobs and perhaps shadow them at their workplace. The jobs-shadowing and career-related experiences will be paired with course material that will help you learn about the practice of governance, politics as a vocation, political efficacy and the ethical dimensions of leadership and public service. Offered periodically during January term. Apply through Smith Center for Global Engagement. Also counts toward international relations concentration.","0","","EIN;ERC;OEP","","Douglas J. Casson","","S","200","20","Washington D.C. Politics Practicum","This is a study away course. You will find this course listed in Studio Abroad;under its course title.;This course includes an academic civic engagement (ACE) component.","297","","False","False","","2","","","O","20252","Washington D.C. Politics and Intl Relations Practicum","Research","2025"
"0000164112","1.0","0000024362","PHIL","Judo is an Olympic sport and martial art widely known for its dynamic throws, slick submissions, and grueling conditioning. However, the founder of judo also intended it to be a system of moral education rooted in the philosophical traditions of Japan. In this course students learn the physical aspects of judo through intensive practice and the philosophical aspects of judo through studying Zen Buddhism and the writings of judo's founder, Jigoro Kano. Offered during January term.","0","0/9","SPM;ACB","","Danny Muñoz-Hutchinson","0/1","S","100","20","Zen and Art of Judo","This course has class-year limits.","127","{'day': 'Mo', 'end': '12:40', 'location': 'SAC018A', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'SAC018A', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'SAC018A', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'SAC018A', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'SAC018A', 'start': '10:40'}","False","False","","2","0/2","0/8","O","20252","Zen and the Art of Judo","Research","2025"
"0000165479","1.0","0000001084","PHYS","Modern scientific work relies heavily on electronic circuitry and computation. This course examines the fundamentals of analog and digital electronics, explores the applications of discrete and integrated circuits, and introduces the broad topic of computer control of experiments. Students develop hands-on skills in circuit building, computer interfacing, and programming in LabView®. Students attend lectures and one 2.5-hour laboratory per week. Offered alternate years. Prerequisite: PHYS 125 or PHYS 131.","0","","","","Eric L. Hazlett","","S","200","16","Electronics","Students in PHYS 246 must also register for PHYS 246 lab.","246","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","PHYS 125 or PHYS 131.","","2","","","O","20252","","Research","2025"
"0000165480","0.0","0000001085","PHYS","","0","","","","Eric L. Hazlett","","S","200","16","Electronic Circuits Lab","","246","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '13:30'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '13:30'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '13:30'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '13:30'}","False","False","","2","","","O","20252","","Lab","2025"
"0000165481","1.0","0000019412","PHYS","This course provides a comprehensive research opportunity, including an introduction to relevant background material, technical instruction, identification of a meaningful project, and data collection. The topic is determined by the faculty member in charge of the course and may relate to their research interests. Offered based on department decision. May be offered as a 1.00 credit course or .50 credit course. Prerequisite: determined by individual instructor.","0","","OEP","","Joseph D. Paulsen","","S","300","3","Research:","","396","","False","determined by individual instructor.","","2","","","O","20252","Directed Undergraduate Research","Research","2025"
"0000165561","1.0","0000021599","GERM","","0","","","","Amanda Randall","","S","0","35","Placeholder Course","","0","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000165582","1.0","0000000649","FAMST","Students explore how family relationships are influenced by social, historical, and political contexts. Drawing on a range of disciplinary contexts and research, this course underscores the ways family relationships are constructed, sustained and challenged in society, with emphasis on theories and practice of family communication. Students draw on the relational dynamics studied in the introductory family studies course to transition to elaborating on the complexities of family functioning in U.S. society and beyond. Offered each semester.","0","0/4","","","Wendy D. Anderson","0/6","S","200","24","Family Relationships","This course has class-year limits.","242","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/4","0/10","O","20252","","Research","2025"
"0000165583","1.0","0000038484","FAMST","This course immerses students in the narrative, storytelling culture of Indigenous Australian and New Zealand peoples, the Aboriginal and Maori cultures. Students gain an understanding of the history of these peoples, their family culture, and storytelling as a healing and powerful force. Students study Narrative Family Therapy and learn to articulate the parallels between it and Aboriginal and Maori culture. Students also learn to apply this theory to their own lived experience. Prerequisite: One of the following: FAMST 132, FAMST 242, SWRK 120, SWRK 122, SWRK 221, PSYCH 125, SOAN 121, SOAN 128, SOAN 260, SOAN 262, SOAN 264, RACE 121, RACE 252.","0","0/0","HBS;MCG;OEP;SCS","","Erica Kanewischer","0/12","S","200","24","Storytelling, Healing and Family","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","260","","False","One of the following: FAMST 132, FAMST 242, SWRK 120, SWRK 122, SWRK 221, PSYCH 125, SOAN 121, SOAN 128, SOAN 260, SOAN 262, SOAN 264, RACE 121, RACE 252.","","2","0/12","0/0","O","20252","Storytelling, Healing and Family in Aboriginal and Maori Cultures","Research","2025"
"0000165584","1.0","0000001357","SWRK","Students explore service to human beings as a profession, both vocation and avocation. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits. Open only to first-year students. Offered annually in January Term. Does not count toward social work major.","0","0/10","","","Kimberly S. Doran","0/8","S","100","25","I Want to Help People","This course has class-year limits.;This course includes an academic civic engagement (ACE) component.","120","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:15', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:15', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:15', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:15', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/4","0/10","O","20252","","Research","2025"
"0000165603","1.0","0000000287","CSCI","This course introduces students to computer science (CS), a field devoted to creative problem solving with computers, and its applications to other disciplines. Students explore fundamental concepts, including iteration, recursion, object-oriented software design, algorithm efficiency, levels of naming, and computing ethics. Students apply these concepts daily in hands-on homework exercises relevant to fields in the arts, humanities (including digital humanities computations), social sciences, and natural sciences. Includes a team project applying CS to a chosen discipline. No prior experience with programming is expected or required. Offered each semester. One of CSCI 121, CSCI 125, or CSCI 251 counts toward applied linguistics concentration.","0","","AQR;QCR","","Sravya Kondrakunta","0/3","S","100","30","Principles Comp Sci","This course has class-year limits.","121","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/3","0/6","O","20252","Principles of Computer Science","Research","2025"
"0000165604","1.0","0000034973","CSCI","Students explore special topics in computer science. Topics may vary from year-to-year. May be repeated if topics are different. Offered periodically. Prerequisite: permission of instructor.","0","0/0","","","Will E. Leeson","","S","200","20","Top: Hacking","Prerequisite: CSCI 251.;Not open to first-year students.","200","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","permission of instructor.","A","2","","","O","20252","Topics in Computer Science","Topic","2025"
"0000165605","1.0","0000034973","CSCI","Students explore special topics in computer science. Topics may vary from year-to-year. May be repeated if topics are different. Offered periodically. Prerequisite: permission of instructor.","0","0/0","","","Kimberly Mandery","","S","200","20","Top: Intro to Machine Learning","Prerequisite: CSCI 221 or CSCI 251.;Not open to first-year students.","200","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","permission of instructor.","B","2","","","O","20252","Topics in Computer Science","Topic","2025"
"0000165606","1.0","0000001338","SPAN","Students analyze selected contemporary issues in the Spanish-Speaking world. Using readings from the press, academic sources, and governmental as well as non-governmental documents, students read, discuss, and write about issues at an advanced level of linguistic and analytical sophistication. The course includes study of at least one substantive literary work. May be repeated if topic is different. Taught in Spanish. Also counts toward Latin American studies major and business and management studies concentration. Prerequisite: SPAN 250 or SPAN 251 or permission of the instructor.","0","","ORC","","Ariel Strichartz","","S","200","17","Top: Contemporary Issues","Prerequisite: Completion of SPAN 250 or SPAN 251 or permission of the;instructor.","274","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","SPAN 250 or SPAN 251 or permission of the instructor.","","2","","","O","20252","Contemporary Issues in the Spanish-Speaking World","Topic","2025"
"0000165714","1.0","0000027929","AS/ES","Students investigate community-based approaches to environmental sustainability during this January Term course taught in Tokyo, smaller towns in the Kansai region, and at the Asian Rural Institute (ARI) in northern Japan. Students explore how ARI builds on local Japanese resources to support its mission of training rural leaders from developing countries in organic agricultural practices. Activities include field trips, discussions, and field outings, as well as hands-on participation in the daily food life at ARI. Offered periodically during January Term. Apply through Smith Center for Global Engagement. Prerequisites: preference given to students with prior coursework in either Asian studies or environmental studies.","0","","MCG;GHS;OEP","","Katherine S. Tegtmeyer Pak","","S","200","20","Environmental Sustainability Japan","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.;This course includes an academic civic engagement (ACE) component.","277","","False","Prerequisites: preference given to students with prior coursework in either Asian studies or environmental studies.","","2","","","O","20252","Environmental Sustainability in Japan","Research","2025"
"0000165716","1.0","0000000088","ASIAN","Students explore the major genres of traditional Chinese literature -- poetry, short story, novel and drama -- in English translation. A small number of major works are singled out for close attention. Offered periodically.","0","","ALS-L;MCG;GHS","","Hsiang-Lin Shih","","S","200","24","Traditional Chinese Lit-Tr","","236","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Traditional Chinese Literature","Research","2025"
"0000165718","1.0","0000021537","ENGL","","0","","","","Nancy Simpson-Younger","","S","0","30","Placeholder Course","","0","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","B","2","","","O","20252","","Research","2025"
"0000165719","1.0","0000021510","ENGL","In addition to the traditional practices of literary study, cross-disciplinary courses include materials from at least one other academic discipline, requiring students to compare and combine disciplinary perspectives in literary analysis. Examples of courses taught under this heading might include Literature and Politics; Religion and the Novel; Philosophical Approaches to Literature. May be repeated if topic is different. Offered periodically. Prerequisite: WRIT 120 or equivalent.","0","","ALS-L;WRI","","Vera R. Foley","","S","200","30","Top: American Gothic: Page - Screen","","260","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","WRIT 120 or equivalent.","","2","","","O","20252","Topics in Cross-Disciplinary Literary Study","Topic","2025"
"0000165720","1.0","0000041464","FREN","Students study French language and Québec culture through an immersion experience that includes home stays with local French-speaking families in Québec City and Montreal. Second-year French grammar and writing and speaking skills are integrated into the reading and discussion of texts focusing on the experiences and identities of immigrants to Québec and their descendants, as well as how immigration is shaping the linguistic and cultural identity of the broader Québec population. Taught in French. Offered periodically during January term. Apply through Smith Center for Global Engagement. Prerequisites: FREN 231, placement in FREN 232, or by permission of instructor.","0","","OEP;WLC","","Maria Vendetti","","S","200","20","Immigration & Ident in Quebec","","237","","False","Prerequisites: FREN 231, placement in FREN 232, or by permission of instructor.","","2","","","O","20252","Immigration and Identity in Québec","Research","2025"
"0000165724","1.0","0000038485","HIST","This course introduces students to the urban and rural landscapes of two Irelands - the Free State/Republic, and Northern Ireland - through histories of love and sex from 1884 to 2018. Students consider histories of marriage, prostitution, same-sex desire, and bodily autonomy, and how the built and imagined environment shaped possibilities, dangers, and everyday experiences of love and sex. The course culminates in original research projects utilizing the archives only accessible by visiting Ireland.","0","0/0","OEP;WAC","","Averill Earls","","S","200","20","Love/Sex in Modern Irish History","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","274","","False","False","","2","","","O","20252","Love & Sex in Modern Irish History","Research","2025"
"0000165726","1.0","0000000828","MUSIC","Students study the musical history of hymnody and its relationship to the history of the church. In addition, this course explores the Biblical Psalms and their use in worship of the church and includes references to their musical settings in Gregorian chant, Anglican chant, responsorial settings, and choral music. Offered periodically during January term. Prerequisite: declared music major.","0","","ALS-A","","Jamie E. Bobb","","S","200","14","Music/Chr Worship","","235","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","declared music major.","","2","","","O","20252","Music in Christian Worship","Research","2025"
"0000165727","1.0","0000037430","MUSIC","Opera was conceived in Italy in the 16th century and has continued to evolve into the living artistic expression presented worldwide today. In this course, students explore and reflect on opera while being embedded in the unique cultural settings of two countries of its origin: Austria and Germany. Through readings, research, reflection, discussion, and group projects, students connect history, architecture, politics, society, and art to performances on the stage and the places that shaped them. Offered periodically during January Term. Apply through Smith Center for Global Engagement. Open to all students.","0","","ALS-A;OEP","","Dale Kruse","","S","200","22","Contextual Opera Study Abroad","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","266","","False","False","","2","","","O","20252","Opera in Context: Austria and Germany","Research","2025"
"0000165728","1.0","0000024139","PHIL","","0","0/0","","","Nicole Yokum","","S","0","20","Placeholder Course","Not open to first-year students.","1","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000165729","1.0","0000038487","PHIL","This course on Søren Kierkegaard--which takes place in his hometown, Copenhagen, Denmark--moves through some unusual thematic territory. We examine the dialectic of meaninglessness and faith, boredom and passion, solitude and silence; we ask about the joy and pain of embodiment; and we explore forms of love and commitment. Discussions take place in the Danish classroom, but also on-site in the parks, squares, churches, castles, and surrounding forests mentioned in his works.","0","0/0","OEP;RFV","","Brian Söderquist","","S","200","20","Kierkegaard in Copenhagen","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","266","","False","False","","2","","","O","20252","","Research","2025"
"0000165730","1.0","0000021542","PSYCH","","0","","","","Dana Gross","","S","0","16","Placeholder Course","This course includes an academic civic engagement (ACE) component.","0","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","","Research","2025"
"0000165731","1.0","0000033301","PSYCH","From legalized marijuana, to the widespread use of antidepressants and antianxiety medications, to the ubiquitous presence of coffee shops, the ""drug culture"" affects nearly everyone in our society. This course introduces the world of psychopharmacology, with an emphasis on the basic neural mechanisms underlying the effects of drugs, including their portrayal in popular movies and music. By learning how drugs can affect the way neurons communicate, students become more thoughtful consumers. Offered periodically during January term. Prerequisites: PSYCH 125 or PSYCH 238 or any Level I biology, chemistry, or chemistry/biology course.","0","","","","Shelly D. Dickinson","","S","200","26","Drugs, the Brain and Behavior","","239","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","Prerequisites: PSYCH 125 or PSYCH 238 or any Level I biology, chemistry, or chemistry/biology course.","","2","","","O","20252","","Research","2025"
"0000165732","1.0","0000037468","PSYCH","Rapid global aging represents the next great challenge that students in a broad range of majors must be prepared to address. Students will consider contemporary and enduring questions about aging from multidisciplinary perspectives to explore issues, methods, and theories surrounding what life will be like as people grow older. Students will interact with older adults in the community to understand aging in context. Also counts toward the neuroscience concentration. Prerequisites: PSYCH 125 and PSYCH 230.","0","","OEP","","Jessica R. Petok","","S","300","16","Frontiers in Aging:Cells to Society","This course includes an academic civic engagement (ACE) component.","340","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","Prerequisites: PSYCH 125 and PSYCH 230.","","2","","","O","20252","Frontiers in Aging: Cells to Society","Research","2025"
"0000165735","1.0","0000001308","SOAN","This class investigates death-related behavior from an American and cross-cultural perspective, seeking to understand patterns of social interaction surrounding and giving meaning to dying, death, and bereavement. Topics include: death meanings and anxiety, religion and death-related customs, the dying process, hospice as a social movement, biomedical issues, the funeral industry, death rituals, and the social understanding of the bereavement process. Offered periodically during January term.","0","","HBS;SCS","","Ryan R. Sheppard","","S","200","25","Dying, Death, Bereavement","","248","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Sociology of Dying, Death, and Bereavement","Research","2025"
"0000165856","1.0","0000020055","ARTS","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of new media art making. New media is a broad category that includes a variety of art practices. Areas of focus may include video art, filmmaking, sound art, animation, performance and other digital, time-based, and/or interactive processes. Idea generation and creative development is central to the course, with an emphasis on experimentation and divergent thinking. Students engage in demonstrations, exercises, group work, reflection, and creative projects. Offered each semester.","0","0/6","ALS-A;CRE","","Kelsey E. Bosch","0/2","S","100","16","Foundation New Media","","104","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","0/2","0/6","O","20252","","Research","2025"
"0000165857","1.0","0000000054","ARTH","What kinds of stories do historians, writers, and artists tell about the cities in which they live? How are these stories reflected in the architecture and urban fabric of the cities themselves? And how do the geography and environment of Italy shape both the lore about a city and its actual built environment? To answer these questions, students explore the representations of Italian cities in literature and visual arts and the documented and architectural realities of urban development. The majority of the course focuses on a study of the city of Florence; students make shorter visits to other Italian cities and study the facts and fictions about each city's urban history. Prerequisite: At least one Art or Art History course at St Olaf College.","0","","CRE;OEP","","Peter B. Nelson","","S","200","20","Italian Art in Context","This is a study abroad course. You will find this course listed in Studio Abroad;under its course title.","255","","False","At least one Art or Art History course at St Olaf College.","","2","","","O","20252","","Research","2025"
"0000165858","1.0","0000000181","CHEM","This course introduces the fundamentals of forensic science. Class periods may focus on the historic development of forensic science, proper collection and storage of evidence, background in scientific concepts, scientific techniques used to analyze evidence, the types of information that can be obtained, and the statistical methods for making a case in a court of law. Some topics that may be covered include hair, drug, paint, fiber, fingerprint, accelerant, or DNA analysis. The laboratory component features the use of forensic techniques to collect and analyze evidence including fingerprinting, drug analysis, alcohol investigation, DNA fingerprinting, and fiber analysis. Students attend three classes and one three-hour laboratory per week. Does not count toward the chemistry major. Offered alternate years during January term (next time 2026).","0","","IST;SED;NTS","","Cassie M. Joiner","","S","100","24","Forensic Sci With Lab","","107","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","False","","2","","","O","20252","Forensic Science with Lab","Research","2025"
"0000165859","0.0","0000017307","CHEM","","0","","","","Cassie M. Joiner","","S","100","24","Forensic Science Lab","","107","{'day': 'Mo', 'end': '16:30', 'location': 'TBA', 'start': '13:30'};{'day': 'Tu', 'end': '16:30', 'location': 'TBA', 'start': '13:30'};{'day': 'We', 'end': '16:30', 'location': 'TBA', 'start': '13:30'};{'day': 'Th', 'end': '16:30', 'location': 'TBA', 'start': '13:30'};{'day': 'Fr', 'end': '16:30', 'location': 'TBA', 'start': '13:30'}","False","False","","2","","","O","20252","","Lab","2025"
"0000165860","1.0","0000000221","CHEM","The field of chemistry is constantly expanding into new frontiers. This course provides an in-depth study of advanced topics that are chosen with attention to student interest and available staff. Topics are announced prior to registration for the term; see the current class and lab schedule. May be repeated if topic is different. Offered periodically. Prerequisite: permission of instructor.","0","","ORC","","Anna Brezny","","S","300","16","Top:","","391","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '10:40'}","False","permission of instructor.","A","2","","","O","20252","Selected Topics in Chemistry","Topic","2025"
