"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000012103","1.0","0000000783","MGMT","This course is an introduction to financial decision-making in a business environment. Topics include asset acquisition, issuance of stock vs. debt, dividend policy, planning and analysis and working capital policy. Case discussions, combined with lectures and readings, enable students to apply finance principles in actual business situations. Computer spreadsheets are used. Prerequisite: Management Studies 225. Offered Spring Semester.","27","","","","","Siriwan Chutikamoltham","","S","200","25","Corporate Finance","281","{'day': 'Tu', 'end': '13:10', 'location': 'SC 170', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 170', 'start': '12:45'}","False","Management Studies 225. Offered Spring Semester.","","3","","","C","20053","","Research","2005"
"0000012104","1.0","0000000784","MGMT","","1","","","","","Richard Goedde","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012105","1.0","0000000785","MGMT","","0","","","","","Staff","","S","200","999","IS/","298","","False","False","","3","","","O","20053","","Research","2005"
"0000012106","1.0","0000000787","MGMT","This is a capstone course for students with a management studies concentration or management area of emphasis. Students have the opportunity to further develop their planning and decision making skills through focused study of the management literature and case analysis exercises. Emphasis is given to identifying, analyzing and solving organizational problems which are strategic in nature and cut across all functional areas of the organization. Prerequisite: Management Studies 250 or 251, senior status or permission of the instructor. Offered annually.","15","","","","","Kathy C. Thomforde","","S","300","25","Mgmt Policy & Strat","383","{'day': 'Tu', 'end': '13:10', 'location': 'HH 302', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 302', 'start': '12:45'}","False","Management Studies 250 or 251, senior status or permission of the instructor. Offered annually.","","3","","","O","20053","Management Policy and Strategy","Research","2005"
"0000012107","1.0","0000000788","MGMT","","1","","","","","Siriwan Chutikamoltham","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012108","1.0","0000000789","MGMT","","1","","","","","Kathy C. Thomforde","","S","300","999","IR/US Industry","398","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012110","1.0","0000000792","MEDIA","This introductory-level course is part of a two-course sequence that encourages students to assess and shape their personal relationship to mass media. Its premise is that we are all, to some extent, uninformed and uncritical consumers of media projects and services rather than conscientious and socially minded users of them. In this spirit, the course provides a comprehensive historical overview of the various print and electronic media that have shaped, and continue to shape, our lives. By examining the issues that have influenced the development of the mass media, the course considers ideological, cultural, aesthetic and ethical perspectives.","44","","","","","Bill Sonnega","","S","100","24","Mass Media","160","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 305', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 305', 'start': '09:30'}","False","False","","3","","","C","20053","","Research","2005"
"0000012111","1.0","0000000795","MEDIA","","2","","","","","Bill Sonnega","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012112","1.0","0000000796","MEDIA","","1","","","","","Barbara J. Evans","","S","200","999","IS/TV Broadcasting","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012113","1.0","0000000797","MEDIA","","1","","","","","Karen Cherewatuk","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012114","1.0","0000000798","MEDIA","","1","","","","","Bill Sonnega","","S","300","999","IR/Responsible Faith","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012115","0.25","0000000800","MUSIC","","15","","","","","Justin W. Merritt","","S","100","18","Ear/Keyboard II","112","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'}","False","False","A","3","","","O","20053","","Research","2005"
"0000012116","0.25","0000000800","MUSIC","","17","","","","","Margaret A. Rowland","","S","100","18","Ear/Keyboard II","112","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 224', 'start': '09:05'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012117","0.25","0000000800","MUSIC","","18","","","","","Steven Amundson","","S","100","18","Ear/Keyboard II","112","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'}","False","False","C","3","","","C","20053","","Research","2005"
"0000012118","0.25","0000000800","MUSIC","","21","","","","","Margaret A. Rowland","","S","100","18","Ear/Keyboard II","112","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'}","False","False","D","3","","","C","20053","","Research","2005"
"0000012119","0.75","0000000802","MUSIC","","16","","","","","Justin W. Merritt","","S","100","18","Theory II","114","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 224', 'start': '08:00'}","False","False","A","3","","","O","20053","","Research","2005"
"0000012120","0.75","0000000802","MUSIC","","19","","","","","Margaret A. Rowland","","S","100","18","Theory II","114","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 224', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 224', 'start': '12:45'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012121","0.75","0000000802","MUSIC","","20","","","","","Steven Amundson","","S","100","18","Theory II","114","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 232', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 232', 'start': '12:45'}","False","False","C","3","","","C","20053","","Research","2005"
"0000012122","0.75","0000000802","MUSIC","","20","","","","","Margaret A. Rowland","","S","100","18","Theory II","114","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 224', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 224', 'start': '14:15'}","False","False","D","3","","","C","20053","","Research","2005"
"0000012123","1.0","0000000804","MUSIC","","32","","","","","David Carter","","S","100","30","The Art of Music","131","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'}","False","False","","3","","","C","20053","","Research","2005"
"0000012124","0.25","0000000808","MUSIC","","10","","","","","Paul A. Hisey","","S","100","12","Piano Class II","162","{'day': 'Tu', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012125","0.25","0000000808","MUSIC","","12","","","","","Paul A. Hisey","","S","100","12","Piano Class II","162","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 222', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 222', 'start': '09:55'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012126","0.25","0000000809","MUSIC","","17","","","","","Miriam Scholz-Carlson","","S","100","18","Intro Alexander Tech","163","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012127","0.25","0000000810","MUSIC","","10","","","","","Sigrid Johnson","","S","100","12","Voice Class","164","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 233', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 233', 'start': '09:05'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012128","0.25","0000000810","MUSIC","","12","","","","","Sigrid Johnson","","S","100","12","Voice Class","164","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012129","0.25","0000000810","MUSIC","","11","","","","","Sigrid Johnson","","S","100","12","Voice Class","164","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'}","False","False","C","3","","","C","20053","","Research","2005"
"0000012130","0.25","0000000811","MUSIC","","13","","","","","Larry J. Zimmerman","","S","100","15","Brass Class","166","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 140', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 140', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 140', 'start': '11:50'}","False","False","","3","","","O","20053","","Research","2005"
"0000012131","0.25","0000000812","MUSIC","","16","","","","","David Hagedorn","","S","100","15","Percussion Class","167","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'}","False","False","","3","","","O","20053","","Research","2005"
"0000012132","0.25","0000000816","MUSIC","","24","","","","","Catherine R. Rodland","","S","200","21","Ear/Keyboard IV","212","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012133","0.25","0000000816","MUSIC","","19","","","","","David Hagedorn","","S","200","21","Ear/Keyboard IV","212","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012134","0.25","0000000816","MUSIC","","23","","","","","David Hagedorn","","S","200","21","Ear/Keyboard IV","212","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'}","False","False","C","3","","","C","20053","","Research","2005"
"0000012135","0.75","0000000818","MUSIC","","35","","","","","Charles Forsberg","","S","200","32","Theory IV","214","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 239', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 239', 'start': '08:00'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012136","0.75","0000000818","MUSIC","","32","","","","","Charles Forsberg","","S","200","32","Theory IV","214","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 239', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 239', 'start': '09:30'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012137","1.0","0000000822","MUSIC","","23","","","","","Timothy Mahr","","S","200","16","Composition I","223","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'}","False","False","","3","","","C","20053","","Research","2005"
"0000012138","1.0","0000000832","MUSIC","","30","","","","","Alice Hanson","","S","200","32","Hist & Lit Music II","242","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'}","False","False","A","3","","","O","20053","","Research","2005"
"0000012139","1.0","0000000832","MUSIC","","30","","","","","Alice Hanson","","S","200","32","Hist & Lit Music II","242","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012140","0.5","0000000833","MUSIC","","21","","","","","Robert V. Scholz","","S","200","20","Conducting","251","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 233', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 233', 'start': '09:30'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012141","0.5","0000000833","MUSIC","","24","","","","","Steven Amundson","","S","200","20","Conducting","251","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 140', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 140', 'start': '14:15'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012142","0.5","0000000835","MUSIC","","17","","","","","Timothy Mahr","","S","200","25","Instru Conducting","253","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 140', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 140', 'start': '09:30'}","False","False","","3","","","O","20053","","Research","2005"
"0000012143","0.25","0000000836","MUSIC","","2","","","","","Catherine R. Rodland","","S","200","12","Kybd Proficiency Skil","261","{'day': 'Tu', 'end': '12:40', 'location': 'CHM 222', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'CHM 222', 'start': '12:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000012144","0.25","0000000841","MUSIC","","20","","","","","Dan Dressen","","S","200","15","Instr Chamber Music","275","{'day': 'Tu', 'end': '08:55', 'location': 'CHM 138', 'start': '08:00'};{'day': 'Th', 'end': '08:55', 'location': 'CHM 138', 'start': '08:00'}","False","False","","3","","","C","20053","","Research","2005"
"0000012145","0.25","0000000843","MUSIC","","13","","","","","Alison J. Feldt","","S","200","15","Vocal Solo Lit II","282","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 232', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 232', 'start': '11:50'}","False","False","","3","","","O","20053","","Research","2005"
"0000012146","0.5","0000000844","MUSIC","","9","","","","","Dione J. Peterson","","S","200","15","Choral Lit I","287","{'day': 'Mo', 'end': '21:00', 'location': 'CHM 224', 'start': '19:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012147","1.0","0000000846","MUSIC","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","","Research","2005"
"0000012148","1.0","0000000847","MUSIC","","1","","","","","Janis Hardy","","S","200","999","IS/Chamber Opera","298","","False","False","","3","","","O","20053","","Research","2005"
"0000012149","0.25","0000000848","MUSIC","","1","","","","","Robert V. Scholz","","S","200","5","MSM: Priv Conducting","299","","False","False","","3","","","O","20053","","Topic","2005"
"0000012150","1.0","0000000850","MUSIC","","9","","","","","Justin W. Merritt","","S","300","20","Analysis/20th C Music","314","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000012151","1.0","0000000851","MUSIC","","5","","","","","Justin W. Merritt","","S","300","12","Composition II","324","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'}","False","False","","3","","","O","20053","","Research","2005"
"0000012152","1.0","0000000852","MUSIC","","2","","","","","Justin W. Merritt","","S","300","0","Composition III","325","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'}","False","False","","3","","","C","20053","","Research","2005"
"0000012153","1.0","0000000853","MUSIC","","14","","","","","Gerald Hoekstra","","S","300","30","Music/Renaissance Era","341","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000012154","1.0","0000000857","MUSIC","","22","","","","","Alice Hanson","","S","300","30","Top: Opera","345","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 232', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 232', 'start': '08:00'}","False","False","","3","","","O","20053","","Topic","2005"
"0000012155","0.5","0000000859","MUSIC","","8","","","","","Kent M. McWilliams","","S","300","15","Piano Pedagogy","361","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 233', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 233', 'start': '14:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012156","1.0","0000000865","MUSIC","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","","Research","2005"
"0000012157","1.0","0000000866","MUSIC","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","","Research","2005"
"0000012158","1.0","0000000916","NEURO","Neuroscience is one of the fastest growing fields, with activity ranging from the fundamentals of behavior to molecular aspects of neuronal function. This course will provide a foundation and overview of the important and extensive ways in which biological and physiological processes are involved in the regulation and maintenance of behavior. Among the topics we explore are: fundamental electrophysiology, sensory and motor systems, integration, learning and memory and the mind-body connection. CREDIT WILL NOT BE GRANTED FOR BOTH THIS COURSE AND PSYCHOLOGY 238. Prerequisites: Biology 125 OR Chemistry 121 (or 125) OR Physics 126 OR Psychology 125. Counts toward major: Biology, Psychology.","23","","","","","Gary M. Muir;Kevin M. Crisp","","S","200","28","Intro to Neuroscience","234","{'day': 'Mo', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 301', 'start': '10:45'}","False","Prerequisites: Biology 125 OR Chemistry 121 (or 125) OR Physics 126 OR Psychology 125. Counts toward major: Biology, Psychology.","","3","","","C","20053","Introduction to Neuroscience","Research","2005"
"0000012159","1.0","0000000922","NORW","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","21","","","","","Nancy Aarsvold","","S","100","20","Begin Norwegian II","112","{'day': 'Mo', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'}","False","Norwegian 111, or equivalent.","A","3","","","C","20053","Beginning Norwegian II","Research","2005"
"0000012160","1.0","0000000922","NORW","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","17","","","","","Margaret H. O'Leary","","S","100","20","Begin Norwegian II","112","{'day': 'Mo', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'}","False","Norwegian 111, or equivalent.","B","3","","","O","20053","Beginning Norwegian II","Research","2005"
"0000012161","1.0","0000000922","NORW","Students continue developing proficiency in spoken and written Norwegian, increasing their vocabulary, improving grammatical accuracy and gaining experience reading and listening to authentic materials. Prerequisite: Norwegian 111, or equivalent.","20","","","","","Nancy Aarsvold","","S","100","20","Begin Norwegian II","112","{'day': 'Mo', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'}","False","Norwegian 111, or equivalent.","C","3","","","C","20053","Beginning Norwegian II","Research","2005"
"0000012162","1.0","0000000927","NORW","This course is a continuation of the approach of Norwegian 231, in which authentic cultural and literary texts provide the basis for writing and discussion on topics such as health, work, Norwegian history, society, politics, environmental issues and minorities in Norway. Materials include feature film and a contemporary novel. Prerequisite: Norwegian 231, or equivalent.","8","","","","","Nancy Aarsvold","","S","200","25","Intermed Norwegian II","232","{'day': 'Mo', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'}","False","Norwegian 231, or equivalent.","","3","","","O","20053","Intermediate Norwegian II","Research","2005"
"0000012164","1.0","0000000931","NORW","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012165","1.0","0000000932","NORW","","0","","","","","Staff","","S","200","999","IS/","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012166","1.0","0000000934","NORW","A study of Norwegian literature from 1890 to the present, this chronological overview places contemporary Norwegian literature in the context of historical, cultural and linguistic change and relates Norwegian literature to international trends. Lectures, essays and class discussion are in Norwegian. Prerequisite: Norwegian 253 or equivalent.","10","","","","","Solveig Zempel","","S","300","25","Norsk Lit Etter 1890","372","{'day': 'Tu', 'end': '13:10', 'location': 'OM 015', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 015', 'start': '12:45'}","False","Norwegian 253 or equivalent.","","3","","","O","20053","Norwegian Literature from 1890 to the Present","Research","2005"
"0000012167","1.0","0000000935","NORW","Students analyze the plays of Henrik Ibsen in English translation using a variety of critical approaches. Students investigate ethical issues and themes in Ibsen's plays by examining the plays through the lens of ethics, using readings in ethical theory to better understand both the ethical issues and the plays themselves. Students will also study Ibsen's dramatic technique and the historical and literary context of his work. Prerequisite: completion of BTS-T.","10","","","","","Solveig Zempel","","S","300","30","Ibsen-Tr","382","{'day': 'Tu', 'end': '11:00', 'location': 'OM 015', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 015', 'start': '09:30'}","False","completion of BTS-T.","","3","","","O","20053","Ibsen","Research","2005"
"0000012169","1.0","0000000936","NORW","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000012170","1.0","0000000937","NORW","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012171","1.0","0000000940","NURS","","30","","","","","Diana Neal","","S","100","40","Images of Wellness","120","{'day': 'Th', 'end': '22:00', 'location': 'HH 403', 'start': '19:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012172","1.0","0000000943","NURS","Does not count toward the major.","0","","","","","Staff","","S","200","999","IS/","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012173","2.0","0000000951","NURS","","24","","","","","Carol H. Austin","","S","300","24","Adult Health II","336","{'day': 'Mo', 'end': '14:55', 'location': 'HH 215', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'HH 215', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 215', 'start': '12:55'};{'day': 'Tu', 'end': '15:30', 'location': 'HH 215', 'start': '07:00'};{'day': 'Th', 'end': '15:30', 'location': 'HH 215', 'start': '07:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012174","1.0","0000000952","NURS","","24","","","","","Carol H. Austin","","S","300","24","Child Health","338","{'day': 'Mo', 'end': '12:45', 'location': 'HH 215', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 215', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 215', 'start': '11:50'};{'day': 'Tu', 'end': '15:30', 'location': 'HH 215', 'start': '07:00'};{'day': 'Th', 'end': '15:30', 'location': 'HH 215', 'start': '07:00'}","False","False","","3","","","O","20053","","Research","2005"
"0000012175","1.0","0000000954","NURS","Students have the opportunity in this course to explore issues related to the care of individuals suffering from chronic and acute psychiatric disorders. Topics include a wide range of mental health problems such as major mental illness, substance abuse, depression and anxiety disorders. Students develop the roles of counselor and collaborator by working with an interdisciplinary team in providing care to patients in psychiatric settings. Clinical experiences emphasize the use of therapeutic communication, psychiatric assessment and interpersonal relationship skills. Prerequisite: Nursing 350. Taken concurrently with Nursing 384. Offered Spring Semester annually.","20","","","","","Rita Glazebrook;Judith Sateren","","S","300","21","Alter Mental Health","360","{'day': 'Mo', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'Tu', 'end': '14:30', 'location': 'SC 18', 'start': '07:00'};{'day': 'Th', 'end': '14:30', 'location': 'SC 18', 'start': '07:00'}","False","Nursing 350. Taken concurrently with Nursing 384. Offered Spring Semester annually.","","3","","","O","20053","Alterations in Mental Health","Research","2005"
"0000012176","2.0","0000000957","NURS","This writing-intensive course explores the profession of nursing in relation to the health care system and legal, political and economic forces in society. Professional issues such as scope of practice, credentialing, nursing organizations, the image of nursing, research-based practice, educational preparation and lifelong learning are examined. Discussions, case studies and oral presentations help the student develop ethical decision making and critical thinking skills. Clinical experiences focus on providing nursing care to groups of adults with complex health problems in metropolitan health facilities. Prerequisite: Nursing 350. Taken concurrently with Nursing 360. Offered Spring Semester annually.","20","","","","","Rita Glazebrook;Mary Beth Kuehn","","S","300","21","Nurs/Complex Systems","384","{'day': 'Mo', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'Mo', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'Tu', 'end': '15:30', 'location': 'SC 18', 'start': '07:00'};{'day': 'Th', 'end': '15:30', 'location': 'SC 18', 'start': '07:00'}","False","Nursing 350. Taken concurrently with Nursing 360. Offered Spring Semester annually.","","3","","","O","20053","Nursing in Complex Systems","Research","2005"
"0000012177","1.0","0000000963","NURS","Does not count toward the major.","1","","","","","Rita Glazebrook","","S","300","999","IR/Hist Nursing St. Olaf","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000012178","1.0","0000000964","PHIL","An examination of the development of historically significant conceptions of reality and knowledge. In order to see the historical contribution of philosophy to the self-understanding of Western culture, students study major philosophers from ancient, medieval, and modern Western philosophy, focusing on the ways they have related their explanations of the universe to their conceptions of meaningful human life. Some sections offer a survey of Western philosophy while others stress intensive study of central figures and works. Consult departmental prospectus for details. Open to first-year students and sophomores only.","21","","","","","Edward Langerak","","S","100","19","Making of Modern Mind","118","{'day': 'Tu', 'end': '11:00', 'location': 'HH 516', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 516', 'start': '09:30'}","False","False","","3","","","C","20053","The Making of the Modern Mind","Research","2005"
